layer,timestep,n,insufficient_n,native_or_simulated,n_jaccard,jaccard_median,jaccard_q1,jaccard_q3,jaccard_iqr,jaccard_mean,jaccard_p10,jaccard_p90,jaccard_min,jaccard_max,n_recall,recall_median,recall_q1,recall_q3,recall_iqr,recall_mean,recall_p10,recall_p90,recall_min,recall_max,decision_margin_reference_median,n_decision_margin_reference,decision_margin_candidate_median,n_decision_margin_candidate,frac_query_blocks_changed_median,n_frac_query_blocks_changed,boundary_ties_median,n_boundary_ties,spearman_rho_median,n_spearman_rho,sat_frac_q_median,n_sat_frac_q
1,24,24,False,native,24,0.971218,0.963661,0.980104,0.016442,0.970573,0.95026,0.986462,0.946984,0.989137,24,0.985399,0.981493,0.98995,0.008457,0.985023,0.974496,0.993185,0.97277,0.994539,0.001092,24,0.001042,24,0.837891,24,0.0,24,,0,0.102863,24
1,25,24,False,native,24,0.970077,0.962766,0.978821,0.016055,0.969836,0.949611,0.986791,0.94526,0.988087,24,0.984811,0.981028,0.989296,0.008268,0.984642,0.974154,0.993352,0.97186,0.994008,0.001023,24,0.000997,24,0.875,24,0.0,24,,0,0.102773,24
1,26,24,False,native,24,0.970519,0.962784,0.979696,0.016912,0.970201,0.94977,0.987039,0.947056,0.989062,24,0.985039,0.981038,0.989741,0.008704,0.98483,0.974238,0.993477,0.972808,0.994501,0.000993,24,0.001084,24,0.876953,24,0.0,24,,0,0.102678,24
1,27,24,False,native,24,0.969672,0.962548,0.980049,0.017501,0.969614,0.947581,0.98617,0.946265,0.987338,24,0.984603,0.980914,0.989921,0.009007,0.984527,0.973085,0.993037,0.972391,0.993629,0.001066,24,0.001031,24,0.861328,24,0.0,24,,0,0.102564,24
1,28,24,False,native,24,0.970077,0.962092,0.979547,0.017455,0.969138,0.946459,0.986567,0.945188,0.987638,24,0.984811,0.980677,0.989666,0.008988,0.984279,0.972493,0.993238,0.971822,0.99378,0.001059,24,0.001028,24,0.869141,24,0.0,24,,0,0.102413,24
1,29,24,False,native,24,0.969782,0.962821,0.979418,0.016597,0.96927,0.947983,0.986619,0.945188,0.987488,24,0.984659,0.981057,0.989599,0.008543,0.984348,0.973297,0.993265,0.971822,0.993704,0.001025,24,0.001049,24,0.876953,24,0.0,24,,0,0.102295,24
1,30,24,False,native,24,0.968018,0.962637,0.978732,0.016094,0.968762,0.948206,0.986717,0.944758,0.987937,24,0.983749,0.980962,0.989248,0.008287,0.984086,0.973415,0.993314,0.971594,0.993932,0.001006,24,0.001052,24,0.873047,24,0.0,24,0.999494,24,0.10209,24
1,31,24,False,native,24,0.967835,0.960357,0.979622,0.019265,0.968482,0.949021,0.986582,0.944041,0.987638,24,0.983654,0.979777,0.989703,0.009927,0.98394,0.973843,0.993246,0.971215,0.99378,0.001024,24,0.000986,24,0.882812,24,0.0,24,,0,0.101968,24
1,32,24,False,native,24,0.967101,0.960539,0.979491,0.018952,0.968317,0.95031,0.986043,0.94268,0.987113,24,0.983275,0.979871,0.989637,0.009766,0.983857,0.974522,0.992973,0.970495,0.993515,0.001,24,0.000994,24,0.882812,24,0.0,24,,0,0.101815,24
1,33,24,False,native,24,0.966404,0.960703,0.978343,0.01764,0.967769,0.947869,0.986492,0.943969,0.987787,24,0.982915,0.979957,0.989049,0.009092,0.983572,0.973236,0.9932,0.971177,0.993856,0.001001,24,0.001017,24,0.902344,24,0.0,24,,0,0.101635,24
1,34,24,False,native,24,0.966771,0.961508,0.978619,0.017112,0.967667,0.946324,0.986073,0.944041,0.986964,24,0.983105,0.980374,0.989191,0.008818,0.98352,0.972421,0.992988,0.971215,0.993439,0.000999,24,0.000976,24,0.894531,24,0.0,24,,0,0.101418,24
1,35,24,False,native,24,0.967725,0.961329,0.978713,0.017384,0.967768,0.946604,0.98555,0.944901,0.987113,24,0.983598,0.980279,0.989239,0.00896,0.983572,0.972569,0.992722,0.97167,0.993515,0.00102,24,0.00101,24,0.892578,24,0.0,24,,0,0.101218,24
1,36,24,False,native,24,0.967027,0.960092,0.978898,0.018807,0.967078,0.944844,0.985445,0.941464,0.986589,24,0.983237,0.979634,0.989334,0.009699,0.98321,0.97164,0.992669,0.96985,0.993249,0.001016,24,0.001009,24,0.894531,24,0.0,24,,0,0.101004,24
1,37,24,False,native,24,0.966771,0.960273,0.978694,0.018421,0.966525,0.945425,0.985467,0.938467,0.986889,24,0.983105,0.979729,0.989229,0.0095,0.982921,0.971947,0.992681,0.968257,0.993401,0.001038,24,0.001005,24,0.886719,24,0.0,24,,0,0.100796,24
